t,qw,qx,qy,qz
11.3360000,0.9806598,-0.1523886,0.0079727,-0.1225581
11.3560000,0.9834655,-0.1506688,0.0210234,-0.0982469
11.3760000,0.9855338,-0.1486938,0.0340179,-0.0738648
11.3920000,0.9866588,-0.1469220,0.0443632,-0.0543154
11.4120000,0.9874034,-0.1444636,0.0572184,-0.0298472
11.4320000,0.9874148,-0.1417302,0.0699699,-0.0053634
11.4560000,0.9864634,-0.1380885,0.0851101,0.0240396
11.4760000,0.9848662,-0.1347647,0.0975713,0.0485468
11.4960000,0.9825389,-0.1311913,0.1098705,0.0730386
11.5120000,0.9801513,-0.1281635,0.1195816,0.0926162
11.5320000,0.9765104,-0.1241782,0.1315486,0.1170563
11.5560000,0.9711804,-0.1191224,0.1456358,0.1463174
11.5800000,0.9647976,-0.1138001,0.1594015,0.1755173
11.6000000,0.9586803,-0.1091837,0.1706146,0.1997542
11.6280000,0.9488876,-0.1025765,0.1859278,0.2334977
11.6440000,0.9426479,-0.0987536,0.1944786,0.2526671
11.6680000,0.9324226,-0.0929290,0.2070225,0.2812364
11.6880000,0.9231182,-0.0879853,0.2172070,0.3048483
11.7080000,0.9131103,-0.0829555,0.2271380,0.3282626
11.7240000,0.9046112,-0.0788651,0.2348947,0.3468190
11.7400000,0.8956646,-0.0747264,0.2424858,0.3652418
11.7600000,0.8838693,-0.0694735,0.2517307,0.3880466
11.7800000,0.8714036,-0.0641297,0.2606952,0.4105864
11.7960000,0.8609561,-0.0597877,0.2676613,0.4284127
11.8200000,0.8445025,-0.0531679,0.2777537,0.4547985
11.8400000,0.8300862,-0.0475537,0.2858250,0.4764447
11.8600000,0.8150413,-0.0418524,0.2935795,0.4977621
11.8760000,0.8025600,-0.0372327,0.2995490,0.5145694
11.8920000,0.7896885,-0.0325660,0.3053075,0.5311487
11.9200000,0.7662424,-0.0242908,0.3148677,0.5595899
11.9360000,0.7523211,-0.0195111,0.3200315,0.5755103
11.9560000,0.7343907,-0.0135332,0.3262145,0.5950389
11.9840000,0.7083219,-0.0051859,0.3343899,0.6216402
12.0000000,0.6929361,-0.0004097,0.3387960,0.6364406
12.0200000,0.6732182,0.0055783,0.3440219,0.6545190
12.0400000,0.6529792,0.0115915,0.3489210,0.6721145
12.0560000,0.6364243,0.0164226,0.3525970,0.6858351
12.0720000,0.6195556,0.0212732,0.3560490,0.6992334
12.0880000,0.6023811,0.0261441,0.3592713,0.7123044
12.1120000,0.5760693,0.0334888,0.3636583,0.7312833
12.1280000,0.5581749,0.0384073,0.3662764,0.7435101
12.1440000,0.5400014,0.0433377,0.3686460,0.7553943
12.1640000,0.5169086,0.0495098,0.3712517,0.7697574
12.1800000,0.4981463,0.0544485,0.3730477,0.7808463
12.1960000,0.4791392,0.0593811,0.3745851,0.7915716
12.2240000,0.4453178,0.0679837,0.3766469,0.8094488
12.2440000,0.4207548,0.0740935,0.3776207,0.8215096
12.2680000,0.3908540,0.0813653,0.3782393,0.8351933
12.2840000,0.3706617,0.0861580,0.3783430,0.8438266
12.3080000,0.3399969,0.0932406,0.3781078,0.8560040
12.3240000,0.3193288,0.0978964,0.3776802,0.8635989
12.3440000,0.2932600,0.1036428,0.3768244,0.8725022
12.3640000,0.2669618,0.1093092,0.3755972,0.8807438
12.3880000,0.2351283,0.1159907,0.3736157,0.8897596
12.4120000,0.2030321,0.1225328,0.3710607,0.8978183
12.4360000,0.1706986,0.1289164,0.3679151,0.9049205
12.4600000,0.1381736,0.1351165,0.3641632,0.9110635
12.4760000,0.1164073,0.1391347,0.3613200,0.9146249
12.5000000,0.0836463,0.1449644,0.3565470,0.9191642
12.5160000,0.0617568,0.1487149,0.3530209,0.9216540
12.5320000,0.0398425,0.1523491,0.3492211,0.9237137
12.5480000,0.0179136,0.1558603,0.3451493,0.9253425
12.5680000,0.0095119,-0.1600653,-0.3396847,-0.9267702
12.5840000,0.0314472,-0.1632771,-0.3350212,-0.9274225
12.6000000,0.0533598,-0.1663490,-0.3301033,-0.9276381
12.6200000,0.0807070,-0.1699955,-0.3236267,-0.9272829
12.6400000,0.1080098,-0.1734455,-0.3168506,-0.9262053
12.6560000,0.1298003,-0.1760619,-0.3112058,-0.9248270
12.6720000,0.1515228,-0.1785462,-0.3053491,-0.9229973
12.6920000,0.1785587,-0.1814554,-0.2977215,-0.9200830
12.7160000,0.2108145,-0.1846392,-0.2881089,-0.9156740
12.7360000,0.2374972,-0.1870195,-0.2797084,-0.9112530
12.7560000,0.2639729,-0.1891419,-0.2709577,-0.9061598
12.7720000,0.2849915,-0.1906473,-0.2637099,-0.9016044
12.7880000,0.3058537,-0.1919782,-0.2562501,-0.8966235
12.8120000,0.3368327,-0.1936403,-0.2446743,-0.8883590
12.8280000,0.3572601,-0.1945162,-0.2367072,-0.8823255
12.8480000,0.3825327,-0.1953344,-0.2264775,-0.8741974
12.8640000,0.4025201,-0.1957622,-0.2180887,-0.8672324
12.8840000,0.4272017,-0.1960155,-0.2073607,-0.8579500
12.9040000,0.4515328,-0.1959550,-0.1963771,-0.8480305
12.9240000,0.4755035,-0.1956266,-0.1851852,-0.8374563
12.9440000,0.4990914,-0.1950610,-0.1738114,-0.8262255
12.9600000,0.5176711,-0.1944313,-0.1645820,-0.8167777
12.9800000,0.5405060,-0.1934106,-0.1528832,-0.8044081
12.9960000,0.5584280,-0.1924020,-0.1433943,-0.7940892
13.0120000,0.5760582,-0.1912170,-0.1337967,-0.7833846
13.0280000,0.5933873,-0.1898531,-0.1240957,-0.7723001
13.0520000,0.6187932,-0.1874671,-0.1093614,-0.7549776
13.0680000,0.6353239,-0.1856444,-0.0994221,-0.7429771
13.0880000,0.6555223,-0.1830995,-0.0868818,-0.7274728
13.1080000,0.6751920,-0.1802569,-0.0742303,-0.7114163
13.1280000,0.6943177,-0.1771126,-0.0614864,-0.6948190
13.1520000,0.7165244,-0.1729397,-0.0460962,-0.6742105
13.1720000,0.7343931,-0.1691293,-0.0332104,-0.6564748
13.1920000,0.7516668,-0.1650173,-0.0202854,-0.6382435
13.2120000,0.7683348,-0.1606028,-0.0073372,-0.6195277
13.2320000,0.7843817,-0.1558824,0.0056178,-0.6003453
13.2560000,0.8027994,-0.1498138,0.0211469,-0.5767337
13.2720000,0.8145596,-0.1455221,0.0314720,-0.5606474
13.2960000,0.8314059,-0.1387591,0.0468935,-0.5360141
13.3160000,0.8447038,-0.1328814,0.0596704,-0.5150315
13.3360000,0.8573185,-0.1267619,0.0723655,-0.4936594
13.3560000,0.8692438,-0.1203834,0.0849604,-0.4719160
13.3760000,0.8804700,-0.1137398,0.0974323,-0.4498253
13.3960000,0.8909910,-0.1068273,0.1097568,-0.4274066
13.4240000,0.9045378,-0.0966964,0.1267238,-0.3954773
13.4440000,0.9133534,-0.0891356,0.1386075,-0.3723282
13.4680000,0.9229809,-0.0797164,0.1525699,-0.3442004
13.4880000,0.9302097,-0.0715922,0.1639261,-0.3204881
13.5040000,0.9354715,-0.0649214,0.1728145,-0.3013527
13.5280000,0.9424942,-0.0546431,0.1857953,-0.2723949
13.5520000,0.9484717,-0.0440664,0.1983302,-0.2431557
13.5760000,0.9534033,-0.0332270,0.2103951,-0.2136633
13.5960000,0.9567140,-0.0240189,0.2200757,-0.1889130
13.6200000,0.9597270,-0.0127772,0.2312269,-0.1590440
13.6400000,0.9614305,-0.0033341,0.2401684,-0.1340126
13.6560000,0.9622623,0.0042466,0.2470986,-0.1139099
13.6720000,0.9626247,0.0118562,0.2538188,-0.0937507
13.6960000,0.9622923,0.0233161,0.2634947,-0.0634071
13.7160000,0.9612150,0.0328962,0.2711733,-0.0380598
13.7320000,0.9598332,0.0405710,0.2770541,-0.0177561
13.7520000,0.9574603,0.0501728,0.2840670,0.0076384
13.7720000,0.9543754,0.0597753,0.2906956,0.0330245
13.7880000,0.9513984,0.0674479,0.2957173,0.0533203
13.8040000,0.9479718,0.0751033,0.3004881,0.0735932
13.8200000,0.9441004,0.0827390,0.3050031,0.0938176
13.8400000,0.9386419,0.0922531,0.3102822,0.1190196
13.8560000,0.9337816,0.0998294,0.3142149,0.1391225
13.8800000,0.9256754,0.1111209,0.3196269,0.1691620
13.9040000,0.9166050,0.1223069,0.3244432,0.1990300
13.9200000,0.9100245,0.1296891,0.3273354,0.2188328
13.9400000,0.9011900,0.1387980,0.3306469,0.2434426
13.9600000,0.8916894,0.1477774,0.3336125,0.2678703
13.9760000,0.8836204,0.1548708,0.3357235,0.2872626
13.9920000,0.8751372,0.1618770,0.3375950,0.3065296
14.0160000,0.8616597,0.1722179,0.3399243,0.3351641
14.0320000,0.8521863,0.1789922,0.3411437,0.3540638
14.0480000,0.8423324,0.1856668,0.3420856,0.3728022
14.0720000,0.8268519,0.1954761,0.3429668,0.4005980
14.0880000,0.8160786,0.2018707,0.3431893,0.4189093
14.1040000,0.8049534,0.2081386,0.3431127,0.4370378
14.1240000,0.7905616,0.2157833,0.3425972,0.4594312
14.1480000,0.7725975,0.2246509,0.3413638,0.4858968
14.1720000,0.7538999,0.2331495,0.3394702,0.5118948
14.1920000,0.7377472,0.2399282,0.3374772,0.5331723
14.2120000,0.7210849,0.2464171,0.3351235,0.5540825
14.2280000,0.7074165,0.2513817,0.3329252,0.5705523
14.2440000,0.6934507,0.2561279,0.3304354,0.5868024
14.2640000,0.6755790,0.2617548,0.3269771,0.6067647
14.2840000,0.6572401,0.2670372,0.3231975,0.6263146
14.3040000,0.6384521,0.2719648,0.3190941,0.6454402
14.3200000,0.6231084,0.2756452,0.3155818,0.6604269
14.3400000,0.6035515,0.2799098,0.3109092,0.6787574
14.3640000,0.5795454,0.2845183,0.3048917,0.7001553
14.3840000,0.5591073,0.2879131,0.2995395,0.7174825
14.4040000,0.5382996,0.2908953,0.2938940,0.7343295
14.4240000,0.5171354,0.2934561,0.2879702,0.7506848
14.4400000,0.4999574,0.2951938,0.2830419,0.7634072
14.4640000,0.4737974,0.2972740,0.2753529,0.7818727
14.4840000,0.4516435,0.2985181,0.2686980,0.7966847
14.5080000,0.4246469,0.2994162,0.2604450,0.8137526
14.5280000,0.4018416,0.2996635,0.2533569,0.8273665
14.5480000,0.3787631,0.2994496,0.2460955,0.8404198
14.5680000,0.3554301,0.2987624,0.2386668,0.8529060
14.5920000,0.3271131,0.2973061,0.2295514,0.8671288
14.6120000,0.3032668,0.2955664,0.2218060,0.8783347
14.6320000,0.2792061,0.2933556,0.2139559,0.8889372
14.6520000,0.2549181,0.2907319,0.2060698,0.8989032
14.6720000,0.2304136,0.2876980,0.1981583,0.9082250
14.6920000,0.2057274,0.2842275,0.1902121,0.9169026
14.7120000,0.1808828,0.2802950,0.1822332,0.9249363
14.7360000,0.1508787,0.2749576,0.1726479,0.9337166
14.7560000,0.1257348,0.2699919,0.1646714,0.9403076
14.7720000,0.1055419,0.2656836,0.1583095,0.9450985
14.7880000,0.0852881,0.2610773,0.1519750,0.9494568
14.8120000,0.0548190,0.2536148,0.1425448,0.9551730
14.8280000,0.0344565,0.2482718,0.1363213,0.9584312
14.8480000,0.0089578,0.2411908,0.1286331,0.9618733
14.8760000,0.0268065,-0.2305412,-0.1180847,-0.9654989
14.9000000,0.0575079,-0.2207590,-0.1092810,-0.9674792
14.9200000,0.0830958,-0.2121698,-0.1021383,-0.9683217
14.9400000,0.1086732,-0.2032048,-0.0951918,-0.9684196
14.9600000,0.1342195,-0.1938838,-0.0884609,-0.9677649
14.9800000,0.1597264,-0.1842867,-0.0819653,-0.9663372
14.9960000,0.1800922,-0.1764393,-0.0769453,-0.9646323
15.0160000,0.2054941,-0.1664163,-0.0708994,-0.9617957
15.0360000,0.2308285,-0.1561553,-0.0651170,-0.9581720
15.0560000,0.2560566,-0.1456652,-0.0596100,-0.9537627
15.0800000,0.2861712,-0.1327958,-0.0533885,-0.9474286
15.1040000,0.3161003,-0.1196458,-0.0476153,-0.9399459
15.1200000,0.3359114,-0.1107424,-0.0440304,-0.9343238
15.1400000,0.3605084,-0.0994809,-0.0398507,-0.9265793
15.1560000,0.3800301,-0.0903843,-0.0367554,-0.9198135
15.1760000,0.4042339,-0.0789286,-0.0332046,-0.9106386
15.1920000,0.4234266,-0.0697173,-0.0306224,-0.9027246
15.2080000,0.4424584,-0.0604823,-0.0282740,-0.8943003
15.2240000,0.4613237,-0.0512431,-0.0261581,-0.8853645
15.2440000,0.4846370,-0.0397048,-0.0238441,-0.8734884
15.2640000,0.5076515,-0.0282267,-0.0218905,-0.8608217
15.2840000,0.5303545,-0.0168824,-0.0202760,-0.8473653
15.3040000,0.5527274,-0.0056916,-0.0189934,-0.8331262
15.3200000,0.5703724,0.0031371,-0.0182029,-0.8211785
15.3400000,0.5920937,0.0140015,-0.0175068,-0.8055573
15.3560000,0.6091650,0.0225518,-0.0171892,-0.7925364
15.3760000,0.6301059,0.0330467,-0.0170903,-0.7756174
15.3960000,0.6506216,0.0432979,-0.0173024,-0.7579693
15.4200000,0.6746552,0.0552389,-0.0179501,-0.7358443
15.4440000,0.6980179,0.0667368,-0.0190010,-0.7127105
15.4680000,0.7206870,0.0777429,-0.0204152,-0.6885851
15.4880000,0.7390184,0.0865119,-0.0218538,-0.6677499
15.5040000,0.7532948,0.0932479,-0.0231642,-0.6506268
15.5240000,0.7706525,0.1013077,-0.0249767,-0.6286555
15.5440000,0.7874526,0.1089558,-0.0269625,-0.6060693
15.5640000,0.8036769,0.1161791,-0.0291042,-0.5828883
15.5960000,0.8283954,0.1268129,-0.0327917,-0.5446138
15.6120000,0.8401566,0.1316896,-0.0347296,-0.5249654
15.6280000,0.8515136,0.1362631,-0.0367036,-0.5049849
15.6520000,0.8677698,0.1425584,-0.0397253,-0.4744202
15.6720000,0.8805835,0.1472959,-0.0422922,-0.4484283
15.6880000,0.8903423,0.1507543,-0.0443655,-0.4273119
15.7120000,0.9041219,0.1554909,-0.0476870,-0.3951103
15.7320000,0.9146026,0.1599331,-0.0525415,-0.3676449
15.7560000,0.9256277,0.1668169,-0.0638091,-0.3336373
15.7760000,0.9334650,0.1731409,-0.0773841,-0.3044290
15.7960000,0.9401211,0.1790523,-0.0933897,-0.2745742
15.8240000,0.9476674,0.1853192,-0.1171439,-0.2320791
15.8440000,0.9519807,0.1878780,-0.1335666,-0.2014811
15.8600000,0.9549022,0.1886764,-0.1457343,-0.1769871
15.8840000,0.9585507,0.1878798,-0.1618093,-0.1403547
15.9040000,0.9610322,0.1855639,-0.1728689,-0.1099973
15.9240000,0.9630855,0.1819639,-0.1816040,-0.0798471
15.9400000,0.9644287,0.1783309,-0.1869651,-0.0558527
15.9600000,0.9657331,0.1730300,-0.1916815,-0.0260478
15.9760000,0.9664824,0.1683090,-0.1938512,-0.0023635
15.9960000,0.9670425,0.1619700,-0.1945857,0.0270351
16.0160000,0.9671706,0.1553460,-0.1930972,0.0562323
16.0400000,0.9666917,0.1472882,-0.1884911,0.0910192
16.0600000,0.9656628,0.1406681,-0.1826196,0.1198249
16.0760000,0.9643543,0.1355193,-0.1768310,0.1427802
16.0920000,0.9625772,0.1305555,-0.1701796,0.1656478
16.1200000,0.9582278,0.1224116,-0.1568655,0.2054462
16.1360000,0.9549854,0.1181152,-0.1484588,0.2280606
16.1560000,0.9501081,0.1131340,-0.1373402,0.2561893
16.1720000,0.9455249,0.1094697,-0.1280530,0.2785704
16.1920000,0.9389178,0.1052827,-0.1161145,0.3063762
16.2080000,0.9329178,0.1022349,-0.1064002,0.3284684
16.2240000,0.9262822,0.0994438,-0.0966038,0.3503996
16.2440000,0.9170871,0.0962916,-0.0843492,0.3775771
16.2680000,0.9047298,0.0929624,-0.0697547,0.4098247
16.2880000,0.8933423,0.0905167,-0.0577994,0.4363547
16.3040000,0.8835283,0.0887452,-0.0484250,0.4573369
16.3240000,0.8703939,0.0867270,-0.0369906,0.4832439
16.3440000,0.8563159,0.0848772,-0.0259283,0.5087698
16.3600000,0.8443926,0.0834874,-0.0173713,0.5288944
16.3760000,0.8318943,0.0821557,-0.0090918,0.5487437
16.4000000,0.8120974,0.0802245,0.0027843,0.5779741
16.4240000,0.7910798,0.0783112,0.0139784,0.6065186
16.4440000,0.7726671,0.0766870,0.0227720,0.6297508
16.4640000,0.7534684,0.0750010,0.0310778,0.6524526
16.4800000,0.7375665,0.0735874,0.0373739,0.6702117
16.5040000,0.7128533,0.0713298,0.0462472,0.6961418
16.5200000,0.6958138,0.0697212,0.0517906,0.7129515
16.5400000,0.6739012,0.0676026,0.0583377,0.7334056
16.5600000,0.6513298,0.0653521,0.0644769,0.7532207
16.5840000,0.6234047,0.0624641,0.0713271,0.7761297
16.6040000,0.5994690,0.0598837,0.0766163,0.7944689
16.6240000,0.5749617,0.0571474,0.0815495,0.8120979
16.6480000,0.5448420,0.0536404,0.0870191,0.8322846
16.6680000,0.5191618,0.0505136,0.0912095,0.8482925
16.6840000,0.4982554,0.0478855,0.0943379,0.8605515
16.7040000,0.4716801,0.0444728,0.0980000,0.8751777
16.7200000,0.4500812,0.0416491,0.1007446,0.8863085
16.7480000,0.4116118,0.0365414,0.1051807,0.9045316
16.7680000,0.3836301,0.0327718,0.1080765,0.9165552
16.7920000,0.3495177,0.0281775,0.1112841,0.9298706
16.8160000,0.3148608,0.0236869,0.1142573,0.9419379
16.8360000,0.2855942,0.0200470,0.1165541,0.9510253
16.8520000,0.2619614,0.0171573,0.1182584,0.9576517
16.8680000,0.2381539,0.0142706,0.1198426,0.9636995
16.8920000,0.2021411,0.0099031,0.1219845,0.9716793
16.9120000,0.1718990,0.0062056,0.1235598,0.9773153
16.9320000,0.1414788,0.0024347,0.1249512,0.9820209
16.9560000,0.1047766,-0.0022019,0.1263871,0.9864296
16.9760000,0.0740616,-0.0061672,0.1273973,0.9890636
